"uuid","event_year","event_datetime","round","round_number","stadium","city","country","participant_team","goals_scored","goals_received","is_winner"
"8e4ff290-e325-bc00-0c8e-56f195124577",2002,2002-06-29 17:00:00.000 -0300,Third place,4,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,2,3,false
ac723bcc-f670-05ee-4131-1611e324aede,1994,1994-07-03 09:00:00.000 -0300,Round of 16,2,Cotton Bowl,Dallas ,USA,Saudi Arabia,1,3,false
"01785ac6-6ecd-2409-d952-8d3f32ac0137",1986,1986-06-25 13:00:00.000 -0300,Semi-finals,4,Estadio Azteca,Mexico City ,Mexico,Argentina,2,0,true
"44df088d-0b2e-c96b-7436-8c6fe6409615",1994,1994-06-30 16:30:00.000 -0300,Group D,1,Cotton Bowl,Dallas ,USA,Bulgaria,2,0,true
"218a9d25-7c6b-5582-272e-ecff82cd001a",1938,1938-06-09 14:00:00.000 -0400,First round,1,Stade Municipal,Toulouse ,France,Romania,1,2,false
bdb75ac7-7c30-75dc-8ba1-77ef08591d5b,2006,2006-06-25 18:00:00.000 -0300,Round of 16,2,Franken-Stadion,Nuremberg ,Germany,Portugal,1,0,true
"7842b3e3-e37b-ebbe-8af8-2bd85360df85",1998,1998-06-25 13:00:00.000 -0300,Group E,1,Parc des Princes,Paris ,France,Belgium,1,1,false
"68dc43e6-89b2-1a94-07eb-3ff38c5ac6bd",1986,1986-06-11 13:00:00.000 -0300,Group F,1,Tres de Marzo,Guadalajara ,Mexico,Portugal,1,3,false
"3c330143-53f4-3bd0-1292-1dc512e63a31",2014,2014-06-21 13:00:00.000 -0300,Group G,1,Estadio Castelao,Fortaleza ,Brazil,Germany,2,2,false
"4829aa87-4418-7ab9-ec7f-cb50a79b554d",1982,1982-07-08 18:00:00.000 -0300,Semi-finals,4,Ramon Sanchez Pizjuan,Seville ,Spain,Germany FR,3,3,true
e57e22f9-8e55-96e4-cfff-8d137f1dbd45,1990,1990-06-19 18:00:00.000 -0300,Group A,1,Stadio Olimpico,Rome ,Italy,Czechoslovakia,0,2,false
"9b9824dc-d9e1-ab44-52c7-b8e006558ede",1962,1962-06-06 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,0,0,false
"120ad17a-d019-ef4f-f71b-12139f33f602",2006,2006-06-19 18:00:00.000 -0300,Group H,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Spain,3,1,true
"4b5a5d61-d4e9-ee8d-597a-05302aa616d3",2014,2014-06-20 13:00:00.000 -0300,Group E,1,Arena Fonte Nova,Salvador ,Brazil,Switzerland,2,5,false
"9bc570c0-ed86-6bc9-d8aa-13a0ce35ff1b",2006,2006-06-24 14:00:00.000 -0300,Round of 16,2,"FIFA World Cup Stadium, Munich",Munich ,Germany,Sweden,0,2,false
acf13a67-b04a-4406-59e0-0bdd19054215,1978,1978-06-06 16:15:00.000 -0300,Group 1,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Argentina,2,1,true
"910099a9-12c6-5e59-12de-02006c29e87c",1978,1978-06-18 16:15:00.000 -0300,Group B,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Brazil,0,0,false
"05184faf-140e-4e9d-d8b4-ff6c68cf7c45",2014,2014-06-19 13:00:00.000 -0300,Group D,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Uruguay,2,1,true
f663726e-71a8-ba92-ef4e-51e30462b483,1966,1966-07-12 15:30:00.000 -0400,Group 2,1,Hillsborough,Sheffield ,England,Germany FR,5,0,true
"6b7d5bfa-c8f6-6b76-4955-6f7946b1cc9f",1990,1990-07-07 17:00:00.000 -0300,Match for third place,1,Stadio San Nicola,Bari ,Italy,Italy,2,1,true
"57d331bb-4a8b-c8ec-a2b4-c0f746671abb",2010,2010-06-18 10:30:00.000 -0300,Group D,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Serbia,1,0,true
"52b2b135-5d56-99fb-6c64-dbdde9d55969",2002,2002-06-13 17:30:00.000 -0300,Group G,1,Oita Stadium Big Eye,Oita ,Korea/Japan,Italy,1,1,false
"25812d55-fe4e-69fd-0db2-9f7ebc59c40b",2010,2010-06-28 13:00:00.000 -0300,Round of 16,2,Durban Stadium,Durban ,South Africa,Slovakia,1,2,false
e26b09d0-e0ee-09eb-3c5e-9c170d18c156,2006,2006-06-24 18:00:00.000 -0300,Round of 16,2,Zentralstadion,Leipzig ,Germany,Argentina,2,1,true
"639c52e3-072b-f8c0-ecc4-03616ec76f05",1930,1930-07-30 10:15:00.000 -0400,Final,5,Estadio Centenario,Montevideo ,Uruguay,Uruguay,4,2,true
e10feee4-016f-78bb-49e9-6914f8cbedaf,1954,1954-06-27 14:00:00.000 -0300,Quarter-finals,3,Wankdorf Stadium,Berne ,Switzerland,Hungary,4,2,true
"79b53075-bcf0-4edf-c69a-9adc03a9b143",1990,1990-06-13 18:00:00.000 -0300,Group B,1,San Paolo,Naples ,Italy,Soviet Union,0,2,false
cd178477-791c-c159-5328-6d88425b4024,1990,1990-06-24 14:00:00.000 -0300,Round of 16,2,Stadio delle Alpi,Turin ,Italy,Brazil,0,1,false
"3ebb385e-807f-de76-67ea-c8055f03942b",1994,1994-07-02 13:30:00.000 -0300,Round of 16,2,RFK Stadium,Washington Dc ,USA,Spain,3,0,true
"39d8bffe-94a9-7d6f-37e9-93041670b3c0",1930,1930-07-19 08:50:00.000 -0400,Group 1,1,Estadio Centenario,Montevideo ,Uruguay,France,0,1,false
c844ed63-53e2-8731-98d8-abacc14ac6f7,1958,1958-06-15 16:00:00.000 -0300,Group 1,1,Olympia Stadium,Helsingborg ,Sweden,Argentina,1,6,false
e7c9d50d-c05a-afcd-1887-145c35d3e5b7,1950,1950-07-09 12:00:00.000 -0300,Group 6,1,Pacaembu,Sao Paulo ,Brazil,Spain,2,2,false
"62c741c4-0830-8e35-5323-9acd0dfbbe10",2006,2006-06-14 18:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,Poland,0,1,false
"9178226e-d32a-4e6e-33d8-3a55a80b833c",1958,1958-06-08 16:00:00.000 -0300,Group 2,1,Arosvallen,Vasteras ,Sweden,Yugoslavia,1,1,false
"88190fc1-8498-3e92-5a06-254d7e7ea1a1",2010,2010-06-22 17:30:00.000 -0300,Group B,1,Peter Mokaba Stadium,Polokwane ,South Africa,Argentina,2,0,true
f3d2e3f2-1915-ec5e-6f8b-ceda39efc7f9,2014,2014-06-28 14:00:00.000 -0300,Round of 16,2,Estadio do Maracana,Rio De Janeiro ,Brazil,Uruguay,0,2,false
b703be0d-a6da-9c07-72be-d939c54f78b0,1978,1978-06-18 13:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Netherlands,2,2,false
"7bec2ba0-cd45-3ee4-c972-f485696331c1",1930,1930-07-17 10:45:00.000 -0400,Group 4,1,Parque Central,Montevideo ,Uruguay,Paraguay,0,3,false
"49d16a1b-b2cf-6646-3d49-964b87e773b6",1978,1978-06-03 13:45:00.000 -0300,Group 4,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Scotland,1,3,false
cebfc09d-4710-dd2c-6de9-23879e6b4bc0,2014,2014-06-18 10:00:00.000 -0300,Group B,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Australia,2,3,false
f2c73174-69e6-e2ed-515d-bac0f926cf03,2006,2006-06-14 12:00:00.000 -0300,Group H,1,Zentralstadion,Leipzig ,Germany,Spain,4,0,true
"125e09f4-e4d2-f004-fb4a-6e93e168fc63",1958,1958-06-17 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,1,0,true
"2f5801a4-af22-3341-d39d-c43273ecbd26",2014,2014-06-25 10:00:00.000 -0300,Group F,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Argentina,3,2,true
"29813f94-0395-f640-a73a-3afa8e7c48d5",2002,2002-06-11 12:30:00.000 -0300,Group A,1,Incheon Football Stadium,Incheon ,Korea/Japan,France,0,2,false
"93827d91-4a3c-d4b8-93ab-d7a92c4502c6",1974,1974-06-26 13:00:00.000 -0300,Group B,1,Rheinstadion,Dï¿½Sseldorf ,Germany,Yugoslavia,0,2,false
d1e91a86-9662-5506-4df9-fb44e399409b,2014,2014-06-15 13:00:00.000 -0300,Group E,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Honduras,0,3,false
"8c3d1739-7185-b702-2358-08a54ae73cc2",2014,2014-06-14 19:00:00.000 -0300,Group C,1,Arena Pernambuco,Recife ,Brazil,Cï¿½te d'Ivoire,2,1,true
"00cc3a05-431d-f77e-a9ec-1dc8923091f9",1994,1994-06-21 09:30:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Argentina,4,0,true
"263ebd0f-5d7f-3dba-4873-a6a12be5e5f6",2006,2006-07-05 18:00:00.000 -0300,Semi-finals,4,"FIFA World Cup Stadium, Munich",Munich ,Germany,France,1,0,true
c2f426a0-e802-b84b-bfa0-df9f00d575b3,1958,1958-06-11 16:00:00.000 -0300,Group 1,1,Olympia Stadium,Helsingborg ,Sweden,Germany FR,2,2,false
"172095f0-2f53-d542-8149-6e9554c286e7",1958,1958-06-24 16:00:00.000 -0300,Semi-finals,4,Rasunda Stadium,Solna ,Sweden,Brazil,5,2,true
d08b0a92-ee33-c742-1bdc-821013d4f318,1962,1962-06-02 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Uruguay,1,3,false
b0abf729-a5d9-fbec-c87c-eb7c49f33f0c,1986,1986-06-01 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Spain,0,1,false
"362c3508-8b21-f59d-abdd-26abe853e242",2006,2006-06-27 18:00:00.000 -0300,Round of 16,2,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Spain,1,3,false
"9fab99ab-ed99-e195-5798-25750de8cd5e",2014,2014-07-13 13:00:00.000 -0300,Final,5,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,0,1,false
"1500fc79-7b7a-3d3e-7bda-37cd47dc4b72",1982,1982-06-29 18:00:00.000 -0300,Group 2,1,Santiago Bernabeu,Madrid ,Spain,England,0,0,false
af0035da-26bc-9223-6f7c-d118e1ff00c0,1982,1982-06-18 18:00:00.000 -0300,Group 3,1,Jose Rico Perez,Alicante ,Spain,Argentina,4,1,true
fd5cad0d-4d89-1e6a-f618-b2cff66b2f82,1974,1974-06-15 15:00:00.000 -0300,Group 4,1,Neckarstadion,Stuttgart ,Germany,Argentina,2,3,false
"8df6c2f8-3bf2-b8d9-1664-2ddf23e6bf96",2002,2002-06-21 17:30:00.000 -0300,Quarter-finals,3,Munsu Football Stadium,Ulsan ,Korea/Japan,USA,0,1,false
"125e09f4-e4d2-f004-fb4a-6e93e168fc63",1958,1958-06-17 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,England,0,1,false
"8b78d7e5-f108-9ad8-527c-9ed19613ca71",1954,1954-06-30 15:00:00.000 -0300,Semi-finals,4,St. Jakob,Basel ,Switzerland,Germany FR,6,1,true
"8988d29a-5e27-cf4a-a9f5-1219c1a6f324",1994,1994-06-25 09:30:00.000 -0300,Group F,1,Citrus Bowl,Orlando ,USA,Netherlands,0,1,false
e3600075-798b-a9e4-eff8-88b3da75270e,1990,1990-06-08 15:00:00.000 -0300,Group B,1,Giuseppe Meazza,Milan ,Italy,Cameroon,1,0,true
"0a51b41f-f5a9-bb24-9225-3e32dd1c9d5c",1978,1978-06-06 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Hungary,1,3,false
"81e1cdd2-6bcc-74a9-097b-d6026da900dd",2006,2006-06-14 15:00:00.000 -0300,Group H,1,"FIFA World Cup Stadium, Munich",Munich ,Germany,Tunisia,2,2,false
e0145a44-961e-9fca-08d5-0ed8f36ab125,1978,1978-06-25 12:00:00.000 -0300,Final,5,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Netherlands,1,3,false
"63815bbe-debc-7ef1-70b7-0397161eeee5",1986,1986-05-31 09:00:00.000 -0300,Group A,1,Estadio Azteca,Mexico City ,Mexico,Bulgaria,1,1,false
d33ea567-e1b3-91e1-f7f1-9bd876082248,1966,1966-07-16 11:00:00.000 -0400,Group 2,1,Villa Park,Birmingham ,England,Germany FR,0,0,false
"62b2f0a8-a689-9bd0-d7cc-1a3a19e046a1",2006,2006-07-01 18:00:00.000 -0300,Quarter-finals,3,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Germany,Brazil,0,1,false
"81e1cdd2-6bcc-74a9-097b-d6026da900dd",2006,2006-06-14 15:00:00.000 -0300,Group H,1,"FIFA World Cup Stadium, Munich",Munich ,Germany,Saudi Arabia,2,2,false
"271f2314-5d3c-5e52-b624-e1cdf68282c1",1938,1938-06-05 14:30:00.000 -0400,First round,1,Cavee Verte,Le Havre ,France,Netherlands,0,3,false
"0f2bb235-0e46-38f0-acf9-cf2dccd317c1",1958,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Rasunda Stadium,Solna ,Sweden,Soviet Union,0,2,false
b065b308-7a1b-0c54-c9ff-62b9880e7aea,1934,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,Stadio Benito Mussolini,Turin ,Italy,Czechoslovakia,3,2,true
de26a088-aef3-e30b-b430-cadc1eca20fc,2002,2002-06-22 12:30:00.000 -0300,Quarter-finals,3,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,0,0,false
"57d331bb-4a8b-c8ec-a2b4-c0f746671abb",2010,2010-06-18 10:30:00.000 -0300,Group D,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Germany,0,1,false
f76ef271-c412-d5a4-c9c2-9f1943b6ccc5,1994,1994-06-28 09:30:00.000 -0300,Group E,1,RFK Stadium,Washington Dc ,USA,Mexico,1,1,false
eadaeaf3-40fa-dc64-8f53-4b7090c9e32d,1982,1982-06-17 14:45:00.000 -0300,Group 4,1,Jose Zorrilla,Valladolid ,Spain,Kuwait,1,1,false
"526b2a02-72e1-7913-5527-f504b24ab4a0",1982,1982-06-20 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Yugoslavia,1,2,false
"39fa64a4-6096-858c-960e-64eb5efd01be",1990,1990-06-16 18:00:00.000 -0300,Group C,1,Luigi Ferraris,Genoa ,Italy,Scotland,2,1,true
"0b159b36-7be3-8381-1d76-7f135c1ec807",2010,2010-06-25 17:30:00.000 -0300,Group H,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Honduras,0,0,false
"76dab8df-9f10-d30e-5c74-5ac204c97aea",1982,1982-06-17 18:00:00.000 -0300,Group 5,1,La Romareda,Zaragoza ,Spain,Yugoslavia,0,0,false
"4bf68432-87f8-4eeb-d56b-ab87a7423c23",2010,2010-06-24 17:30:00.000 -0300,Group E,1,Cape Town Stadium,Cape Town ,South Africa,Netherlands,2,1,true
"0281d6d3-9e27-a4f3-9a36-c438a4dc25c7",2010,2010-06-15 17:30:00.000 -0300,Group G,1,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,2,1,true
"93dfa120-3fe4-c5d6-7ffe-e623ac6fe5a7",1998,1998-06-13 18:00:00.000 -0300,Group E,1,Stade de France,Saint-Denis ,France,Netherlands,0,0,false
"04abca46-1461-84ca-6b0e-adc5e523e722",1950,1950-07-02 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,1,0,true
"5d406765-6ed5-9623-7224-de4b1905719b",1934,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,Littorale,Bologna ,Italy,Austria,2,1,true
d4edc061-62cd-d6e3-8180-591e5ac3b87a,1966,1966-07-20 15:30:00.000 -0400,Group 3,1,Old Trafford Stadium,Manchester ,England,Hungary,3,1,true
e2426d5a-85cc-f684-2f9d-5fa6f6ea0058,1990,1990-06-18 18:00:00.000 -0300,Group B,1,Stadio San Nicola,Bari ,Italy,Soviet Union,4,0,true
"10b30cb0-9c97-0020-cea6-56df74473f9a",1990,1990-06-20 18:00:00.000 -0300,Group C,1,Stadio delle Alpi,Turin ,Italy,Scotland,0,1,false
f2950483-57b9-2cf4-3e14-0868f9cd2e2c,1990,1990-06-10 18:00:00.000 -0300,Group C,1,Stadio delle Alpi,Turin ,Italy,Brazil,2,1,true
"73dc005f-d2ce-7c94-d391-9bdc24fd6ac4",1934,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Nazionale PNF,Rome ,Italy,Italy,7,1,true
d5de75c3-a4c6-af4a-fc87-86f962fe964b,1990,1990-06-25 18:00:00.000 -0300,Round of 16,2,Stadio Olimpico,Rome ,Italy,Uruguay,0,2,false
"2cf71b30-68b5-3138-f243-57b81079962d",1986,1986-06-18 13:00:00.000 -0300,Round of 16,2,Estadio Corregidora,Queretaro ,Mexico,Denmark,1,5,false
b2b5289c-890f-a77e-54a9-b298d0b6e78c,1998,1998-07-04 13:30:00.000 -0300,Quarter-finals,3,Stade Vï¿½lodrome,Marseilles ,France,Netherlands,2,1,true
d78fb04e-37ee-a4bc-eee5-e71b176f4429,2010,2010-06-18 13:00:00.000 -0300,Group C,1,Ellis Park Stadium,Johannesburg ,South Africa,Slovenia,2,2,false
"9bfe8fa7-0c58-819b-42f8-b614f48b18bc",2002,2002-06-06 15:00:00.000 -0300,Group E,1,Saitama Stadium 2002,Saitama ,Korea/Japan,Cameroon,1,0,true
"272ece42-b2ea-fa42-fce1-2fac72dce77c",1994,1994-06-28 13:00:00.000 -0300,Group B,1,Pontiac Silverdome,Detroit ,USA,Brazil,1,1,false
"9b9824dc-d9e1-ab44-52c7-b8e006558ede",1962,1962-06-06 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Argentina,0,0,false
e29991cf-eaae-1a51-6080-2f14334504f0,1982,1982-06-16 18:00:00.000 -0300,Group 5,1,Luis Casanova,Valencia ,Spain,Spain,1,1,false
f8492cb3-d079-4285-032f-7566d21a9beb,1970,1970-06-02 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,England,1,0,true
"40157f8d-5673-80d1-c1c4-d2b49bc8717e",2014,2014-07-05 14:00:00.000 -0300,Quarter-finals,3,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,0,true
c03785d9-a73e-26b3-a9c6-51eda5c95e29,1982,1982-06-29 14:15:00.000 -0300,Group 3,1,Sarria,Barcelona ,Spain,Italy,2,1,true
"00eb8718-f8ea-e190-8ea9-9eb779445588",2010,2010-06-14 13:00:00.000 -0300,Group E,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Cameroon,0,1,false
"6fac8f1e-8114-94b5-d379-1734e45c7c8e",1958,1958-06-11 16:00:00.000 -0300,Group 1,1,Orjans Vall,Halmstad ,Sweden,Northern Ireland,1,3,false
c0a6ba16-e9e0-3324-884b-4fefcb323c19,1990,1990-06-09 14:00:00.000 -0300,Group D,1,Renato Dall Ara,Bologna ,Italy,Colombia,2,0,true
d5eef77f-1d7d-bc0f-0d28-21b6f064196a,2002,2002-06-16 12:30:00.000 -0300,Round of 16,2,Oita Stadium Big Eye,Oita ,Korea/Japan,Sweden,1,2,false
"1b706e1b-fa31-9bbf-f28b-29dec3a8a03c",2014,2014-06-22 13:00:00.000 -0300,Group H,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Korea Republic,2,4,false
e403459b-0f33-d0c6-a46f-86c8afdb23b4,1986,1986-06-08 13:00:00.000 -0300,Group E,1,Neza,Nezahualcoyotl ,Mexico,Denmark,6,1,true
"52ab8f89-3c93-83a6-151a-a287cdf8c443",1938,1938-06-09 14:00:00.000 -0400,First round,1,Parc des Princes,Paris ,France,Switzerland,4,2,true
"39d2a461-e8e6-324e-a741-c5f00699c709",2014,2014-06-23 10:00:00.000 -0300,Group B,1,Arena da Baixada,Curitiba ,Brazil,Spain,3,0,true
"51280332-eddd-3e69-df84-7293ba71b3ad",1998,1998-06-14 18:00:00.000 -0300,Group H,1,Stade Felix Bollaert,Lens ,France,Croatia,3,1,true
fff603d6-a605-2490-df7f-7d73158855cc,1970,1970-06-02 13:00:00.000 -0300,Group 2,1,Cuauhtemoc,Puebla ,Mexico,Israel,0,2,false
"362be225-a291-e958-571e-6ededd2f7d7b",1938,1938-06-05 13:00:00.000 -0400,First round,1,Stade Vï¿½lodrome,Marseilles ,France,Italy,2,1,true
"43795245-fbb0-c80b-4581-8d6c4110d2bf",2006,2006-06-16 12:00:00.000 -0300,Group C,1,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Serbia and Montenegro,0,6,false
"3d567061-5ab7-6f76-eb9e-053d07a5ac5a",2010,2010-06-29 13:00:00.000 -0300,Round of 16,2,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Paraguay,0,0,true
"23be979b-07db-c22b-58de-f0ed22718c8e",2006,2006-06-15 18:00:00.000 -0300,Group B,1,Olympiastadion,Berlin ,Germany,Paraguay,0,1,false
"1105f3d6-2138-2533-c322-0d0b967be3b9",1994,1994-06-17 12:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Germany,1,0,true
"18641dad-541c-a476-fe66-dbf5b217369f",1950,1950-07-02 12:00:00.000 -0300,Group 4,1,Independencia,Belo Horizonte ,Brazil,Bolivia,0,8,false
e508773a-868e-afd6-6a80-be29b87345e4,1974,1974-06-23 13:00:00.000 -0300,Group 4,1,Olympiastadion,Munich ,Germany,Argentina,4,1,true
c45c0026-f0b0-c4f7-b6db-cd6023c54e04,1930,1930-07-16 10:45:00.000 -0400,Group 1,1,Parque Central,Montevideo ,Uruguay,Chile,3,0,true
"7e6ef817-3a29-b001-c9f3-bb5beeb32ea3",1990,1990-06-12 14:00:00.000 -0300,Group E,1,Marc Antonio Bentegodi,Verona ,Italy,Belgium,2,0,true
cf1c4e5b-3852-493b-3b49-158a39ab444a,1986,1986-06-01 13:00:00.000 -0300,Group C,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,France,1,0,true
e5cb159e-1ece-7709-8353-9b58348f1b05,1950,1950-07-16 12:00:00.000 -0300,Group 6,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,1,2,false
e33edf95-65c1-80b8-aff7-c8c51de66e80,1962,1962-05-31 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Italy,0,0,false
a0f05c10-81b9-79d5-83a1-6ea876bdb0dc,1978,1978-06-02 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,France,1,2,false
"55ed7d7d-cc31-782b-6d35-9721df6c850b",1986,1986-06-10 09:00:00.000 -0300,Group A,1,Estadio Olï¿½mpico Universitario,Mexico City ,Mexico,Bulgaria,0,2,false
"54e70bb2-421e-b704-c9fc-69ef0a6a7c7f",2002,2002-06-08 12:30:00.000 -0300,Group B,1,Daegu World Cup Stadium,Daegu ,Korea/Japan,South Africa,1,0,true
"4b5a5d61-d4e9-ee8d-597a-05302aa616d3",2014,2014-06-20 13:00:00.000 -0300,Group E,1,Arena Fonte Nova,Salvador ,Brazil,France,5,2,true
eadaeaf3-40fa-dc64-8f53-4b7090c9e32d,1982,1982-06-17 14:45:00.000 -0300,Group 4,1,Jose Zorrilla,Valladolid ,Spain,Czechoslovakia,1,1,false
"874aaa75-591a-ef40-d1b9-ddc591182bc2",1982,1982-07-04 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Soviet Union,0,0,false
"639d0f23-095f-cb94-016e-dd74bb3f8cfd",2002,2002-06-12 12:30:00.000 -0300,Group F,1,Osaka Nagai Stadium,Osaka ,Korea/Japan,England,0,0,false
eccdd7c5-8957-2eac-cbdc-66f296f605a0,1966,1966-07-28 15:30:00.000 -0400,Match for third place,1,Wembley Stadium,London ,England,Portugal,2,1,true
da87c217-bb6f-ca8a-9731-feb94bc14a3b,2002,2002-06-11 17:30:00.000 -0300,Group E,1,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Cameroon,0,2,false
"5817f1ae-dfdc-52aa-04d2-5bfd44e208e9",2010,2010-06-20 13:00:00.000 -0300,Group F,1,Mbombela Stadium,Nelspruit ,South Africa,Italy,1,1,false
b244e3ef-4fcb-1938-e57f-02e67b089dca,1986,1986-06-22 13:00:00.000 -0300,Quarter-finals,3,Cuauhtemoc,Puebla ,Mexico,Belgium,1,1,true
"9c2a074a-aac2-a3cd-8900-de7d09ee1033",1982,1982-07-01 14:15:00.000 -0300,Group 4,1,Vicente Calderon,Madrid ,Spain,Northern Ireland,2,2,false
d8edf027-7b6f-b9c3-85f5-c09f27d990ea,1966,1966-07-19 12:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,Uruguay,0,0,false
a40609be-bb95-a1cd-6cf2-6ede1f7ffcdb,1974,1974-06-13 14:00:00.000 -0300,Group 2,1,Waldstadion,Frankfurt/Main ,Germany,Brazil,0,0,false
"832e2449-5527-5f0a-a65e-aeaa0a04f109",2002,2002-06-13 12:30:00.000 -0300,Group C,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,Costa Rica,2,5,false
"74ab0b03-8320-67e2-2ed3-0016035bd959",1934,1934-05-27 12:30:00.000 -0400,Preliminary round,1,Luigi Ferraris,Genoa ,Italy,Spain,3,1,true
"2259a0e1-dce9-34a3-44ea-069d28c1007b",1994,1994-07-10 09:30:00.000 -0300,Quarter-finals,3,Stanford Stadium,San Francisco ,USA,Romania,2,2,false
"55136f2a-31e7-5fbb-06f0-4caad0a46366",1990,1990-06-21 14:00:00.000 -0300,Group E,1,Marc Antonio Bentegodi,Verona ,Italy,Spain,2,1,true
"04601d6d-c8d2-c099-7669-5e45fa06b24b",1970,1970-06-07 09:00:00.000 -0300,Group 2,1,Luis Dosal,Toluca ,Mexico,Sweden,1,1,false
ca4a3a17-d98f-b7ea-3c7e-d725f8fee080,2010,2010-06-17 10:30:00.000 -0300,Group B,1,Soccer City Stadium,Johannesburg ,South Africa,Argentina,4,1,true
"2cd1f211-7ad4-4688-6e9d-88aa42409c74",1986,1986-06-15 09:00:00.000 -0300,Round of 16,2,Estadio Azteca,Mexico City ,Mexico,Bulgaria,0,2,false
"07878329-9da1-cba3-9c71-f42db24ddfaa",2010,2010-06-18 17:30:00.000 -0300,Group C,1,Cape Town Stadium,Cape Town ,South Africa,Algeria,0,0,false
f027ce0a-250e-1f7e-401f-7ffd85e5a10b,1954,1954-06-19 14:00:00.000 -0300,Group 1,1,La Pontaise,Lausanne ,Switzerland,Brazil,1,1,false
"5a383bb6-552b-2f3a-7a98-bc5a8fe6d7a7",1986,1986-06-15 13:00:00.000 -0300,Round of 16,2,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Soviet Union,3,4,false
d86e7aa1-932a-c312-5e50-dc7302ab6bb4,2014,2014-06-24 13:00:00.000 -0300,Group C,1,Arena Pantanal,Cuiaba ,Brazil,Colombia,4,1,true
d9985b5b-39e3-8566-f1b2-848a247c998e,1994,1994-06-19 13:00:00.000 -0300,Group E,1,RFK Stadium,Washington Dc ,USA,Norway,1,0,true
"302be3ae-45cf-f624-f95f-c37adcdc20de",2010,2010-06-24 13:00:00.000 -0300,Group F,1,Peter Mokaba Stadium,Polokwane ,South Africa,New Zealand,0,0,false
"7af43aa6-9b67-9464-f5b3-9de74424811f",1986,1986-06-21 09:00:00.000 -0300,Quarter-finals,3,Jalisco,Guadalajara ,Mexico,Brazil,1,1,false
