"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
"000afc21-136a-92d5-4d84-0f5280f57dd7",2002,"11-Jun-02", 15:30 ,2002-06-11 12:30:00.000 -0300,Group A,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,Senegal,Uruguay,,,,false,3,,3,
"007b5642-2f3c-dca5-8070-377504d26593",1998,"12-Jul-98", 21:00 ,1998-07-12 18:00:00.000 -0300,Final,5,Stade de France,Saint-Denis ,France,Brazil,France,,France,Brazil,false,0,,3,
"00cc3a05-431d-f77e-a9ec-1dc8923091f9",1994,"21-Jun-94", 12:30 ,1994-06-21 09:30:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Argentina,Greece,,Argentina,Greece,false,4,,0,
"00eb8718-f8ea-e190-8ea9-9eb779445588",2010,"14-Jun-10", 16:00 ,2010-06-14 13:00:00.000 -0300,Group E,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Japan,Cameroon,,Japan,Cameroon,false,1,,0,
"010fd8f2-fb00-2e2b-b7c7-a521ea43ef56",2006,"21-Jun-06", 16:00 ,2006-06-21 13:00:00.000 -0300,Group D,1,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Portugal,Mexico,,Portugal,Mexico,false,2,,1,
"0165a260-b455-d6bd-8cbf-59c4188f8d4f",1978,"21-Jun-78", 13:45 ,1978-06-21 10:45:00.000 -0300,Group A,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Netherlands,Italy,,Netherlands,Italy,false,2,,1,
"01785ac6-6ecd-2409-d952-8d3f32ac0137",1986,"25-Jun-86", 16:00 ,1986-06-25 13:00:00.000 -0300,Semi-finals,4,Estadio Azteca,Mexico City ,Mexico,Argentina,Belgium,,Argentina,Belgium,false,2,,0,
"01aa1d3f-341f-ee47-011f-a9a959f61d0a",1986,"2-Jun-86", 12:00 ,1986-06-02 09:00:00.000 -0300,Group A,1,Estadio Olï¿½mpico Universitario,Mexico City ,Mexico,Argentina,Korea Republic,,Argentina,Korea Republic,false,3,,1,
"01aa6a33-4b63-100e-0767-a91e436d927c",1938,"5-Jun-38", 17:00 ,1938-06-05 13:00:00.000 -0400,First round,1,Velodrome Municipale,Reims ,France,Hungary,Dutch East Indies,,Hungary,Dutch East Indies,false,6,,0,
"0237831e-924b-2ec1-7e65-9a8a4d1523da",1994,"30-Jun-94", 19:30 ,1994-06-30 16:30:00.000 -0300,Group D,1,Foxboro Stadium,Boston ,USA,Greece,Nigeria,,Nigeria,Greece,false,0,,2,
"0281d6d3-9e27-a4f3-9a36-c438a4dc25c7",2010,"15-Jun-10", 20:30 ,2010-06-15 17:30:00.000 -0300,Group G,1,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,Korea DPR,,Brazil,Korea DPR,false,2,,1,
"0342b475-0f79-0fbc-08c7-4b51b60262bb",1994,"27-Jun-94", 16:00 ,1994-06-27 13:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Bolivia,Spain,,Spain,Bolivia,false,1,,3,
"037a0342-27c0-3be0-7a90-01bec6f4f559",1950,"28-Jun-50", 15:00 ,1950-06-28 12:00:00.000 -0300,Group 1,1,Eucaliptos,Porto Alegre ,Brazil,Yugoslavia,Mexico,,Yugoslavia,Mexico,false,4,,1,
"039019ba-5cea-bc41-cba4-b8ecb8eb79d4",1966,"12-Jul-66", 19:30 ,1966-07-12 15:30:00.000 -0400,Group 3,1,Goodison Park,Liverpool ,England,Brazil,Bulgaria,,Brazil,Bulgaria,false,2,,0,
"03a95ec6-653d-ca77-1abd-fd9983a3ea7f",1938,"12-Jun-38", 17:00 ,1938-06-12 13:00:00.000 -0400,Quarter-finals,3,Fort Carree,Antibes ,France,Sweden,Cuba,,Sweden,Cuba,false,8,,0,
"03b558cd-81f1-9df9-ddca-a93ca574ca62",2002,"10-Jun-02", 18:00 ,2002-06-10 15:00:00.000 -0300,Group H,1,Oita Stadium Big Eye,Oita ,Korea/Japan,Tunisia,Belgium,,,,false,1,,1,
"03b7b856-ce5c-922d-40e0-b5172cdceda3",2014,"23-Jun-14", 17:00 ,2014-06-23 14:00:00.000 -0300,Group A,1,Estadio Nacional,Brasilia ,Brazil,Cameroon,Brazil,,Brazil,Cameroon,false,1,,4,
"043d50f3-ed5d-de4f-0463-1a4ffc1a2f6c",1954,"19-Jun-54", 17:00 ,1954-06-19 14:00:00.000 -0300,Group 3,1,Hardturm,Zurich ,Switzerland,Austria,Czechoslovakia,,Austria,Czechoslovakia,false,5,,0,
"04601d6d-c8d2-c099-7669-5e45fa06b24b",1970,"7-Jun-70", 12:00 ,1970-06-07 09:00:00.000 -0300,Group 2,1,Luis Dosal,Toluca ,Mexico,Sweden,Israel,,,,false,1,,1,
"04abca46-1461-84ca-6b0e-adc5e523e722",1950,"2-Jul-50", 15:00 ,1950-07-02 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Spain,England,,Spain,England,false,1,,0,
"04da297e-d2b0-fefa-fd06-5dd03933dd6a",2006,"25-Jun-06", 17:00 ,2006-06-25 14:00:00.000 -0300,Round of 16,2,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,England,Ecuador,,England,Ecuador,false,1,,0,
"0508ce2a-d32b-cc8b-fd55-d0991137c2f6",1990,"10-Jun-90", 17:00 ,1990-06-10 14:00:00.000 -0300,Group A,1,Comunale,Florence ,Italy,USA,Czechoslovakia,,Czechoslovakia,USA,false,1,,5,
"05184faf-140e-4e9d-d8b4-ff6c68cf7c45",2014,"19-Jun-14", 16:00 ,2014-06-19 13:00:00.000 -0300,Group D,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Uruguay,England,,Uruguay,England,false,2,,1,
"055b83a0-0cc3-194b-e1ec-221839fdefc3",2014,"17-Jun-14", 13:00 ,2014-06-17 10:00:00.000 -0300,Group H,1,Estadio Mineirao,Belo Horizonte ,Brazil,Belgium,Algeria,,Belgium,Algeria,false,2,,1,
"06622114-5bf2-2218-4ea9-0028a6925a50",2014,"22-Jun-14", 18:00 ,2014-06-22 15:00:00.000 -0300,Group G,1,Arena Amazonia,Manaus ,Brazil,USA,Portugal,,,,false,2,,2,
"066f70b9-f175-7ca1-00cc-888391ddf4f2",1994,"4-Jul-94", 12:30 ,1994-07-04 09:30:00.000 -0300,Round of 16,2,Stanford Stadium,San Francisco ,USA,Brazil,USA,,Brazil,USA,false,1,,0,
"06a35d64-c7c7-fa4f-7ab4-21a6a55de12f",1930,"19-Jul-30", 15:00 ,1930-07-19 11:00:00.000 -0400,Group 1,1,Estadio Centenario,Montevideo ,Uruguay,Argentina,Mexico,,Argentina,Mexico,false,6,,3,
"06b41ef7-4a59-8902-f534-1a065a7ff6f2",1994,"21-Jun-94", 16:00 ,1994-06-21 13:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Germany,Spain,,,,false,1,,1,
"0705df60-13ad-9f08-afff-79a7c900d82e",2002,"5-Jun-02", 18:00 ,2002-06-05 15:00:00.000 -0300,Group D,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,USA,Portugal,,USA,Portugal,false,3,,2,
"0719326e-8769-32e9-e8de-6b9934a6da06",1938,"14-Jun-38", 18:00 ,1938-06-14 14:00:00.000 -0400,Quarter-finals,3,Stade du Parc Lescure,Bordeaux ,France,Brazil,Czechoslovakia,,Brazil,Czechoslovakia,false,2,,1,
"074d844f-c630-c654-ec7c-594075251882",2002,"9-Jun-02", 20:30 ,2002-06-09 17:30:00.000 -0300,Group H,1,International Stadium Yokohama,Yokohama ,Korea/Japan,Japan,Russia,,Japan,Russia,false,1,,0,
"076bf014-8f1f-41c4-7d58-6acf5f14dbfa",2010,"19-Jun-10", 20:30 ,2010-06-19 17:30:00.000 -0300,Group E,1,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Cameroon,Denmark,,Denmark,Cameroon,false,1,,2,
"07878329-9da1-cba3-9c71-f42db24ddfaa",2010,"18-Jun-10", 20:30 ,2010-06-18 17:30:00.000 -0300,Group C,1,Cape Town Stadium,Cape Town ,South Africa,England,Algeria,,,,false,0,,0,
"0836ff0b-17f2-8408-d1f9-c53ed73ba62d",1994,"18-Jun-94", 11:30 ,1994-06-18 08:30:00.000 -0300,Group A,1,Pontiac Silverdome,Detroit ,USA,USA,Switzerland,,,,false,1,,1,
"09c43fec-c407-85e8-d8af-ca2bde0904fa",2014,"21-Jun-14", 18:00 ,2014-06-21 15:00:00.000 -0300,Group F,1,Arena Pantanal,Cuiaba ,Brazil,Nigeria,Bosnia and Herzegovina,,Nigeria,Bosnia and Herzegovina,false,1,,0,
"09e40cca-5944-771b-f654-d08da2ef6e99",2010,"25-Jun-10", 16:00 ,2010-06-25 13:00:00.000 -0300,Group G,1,Mbombela Stadium,Nelspruit ,South Africa,Korea DPR,Cï¿½te d'Ivoire,,Cï¿½te d'Ivoire,Korea DPR,false,0,,3,
"09e4dc77-66d6-d6cf-cdc5-89e020498605",1962,"10-Jun-62", 14:30 ,1962-06-10 11:30:00.000 -0300,Quarter-finals,3,Carlos Dittborn,Arica ,Chile,Chile,Soviet Union,,Chile,Soviet Union,false,2,,1,
"0a4585a1-4800-bc2a-fe9f-f878a5fa0c08",1986,"17-Jun-86", 16:00 ,1986-06-17 13:00:00.000 -0300,Round of 16,2,Estadio Universitario,Monterrey ,Mexico,Morocco,Germany FR,,Germany FR,Morocco,false,0,,1,
"0a51b41f-f5a9-bb24-9225-3e32dd1c9d5c",1978,"6-Jun-78", 13:45 ,1978-06-06 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,Hungary,,Italy,Hungary,false,3,,1,
"0a670026-13ec-d433-da36-a8f923fcb5e3",1954,"20-Jun-54", 17:00 ,1954-06-20 14:00:00.000 -0300,Group 2,1,Charmilles,Geneva ,Switzerland,Turkey,Korea Republic,,Turkey,Korea Republic,false,7,,0,
"0ad37b50-aab3-6f4f-022e-76a5770e120b",2014,"12-Jun-14", 17:00 ,2014-06-12 14:00:00.000 -0300,Group A,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Brazil,Croatia,,Brazil,Croatia,false,3,,1,
"0ad6c57b-fd25-ceb4-c30c-11d5633bf4d9",1938,"16-Jun-38", 18:00 ,1938-06-16 14:00:00.000 -0400,Semi-finals,4,Stade Vï¿½lodrome,Marseilles ,France,Italy,Brazil,,Italy,Brazil,false,2,,1,
"0b159b36-7be3-8381-1d76-7f135c1ec807",2010,"25-Jun-10", 20:30 ,2010-06-25 17:30:00.000 -0300,Group H,1,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Switzerland,Honduras,,,,false,0,,0,
"0b3c0efe-947d-28dd-1ae8-a37e8db0bdd7",1998,"17-Jun-98", 17:30 ,1998-06-17 14:30:00.000 -0300,Group B,1,Stade Geoffroy Guichard,Saint-Etienne ,France,Chile,Austria,,,,false,1,,1,
"0c4daa08-4876-b579-559b-0587eb62f946",2014,"17-Jun-14", 16:00 ,2014-06-17 13:00:00.000 -0300,Group A,1,Estadio Castelao,Fortaleza ,Brazil,Brazil,Mexico,,,,false,0,,0,
"0e1e21ee-88d7-0d95-f212-53e509062dd3",2014,"26-Jun-14", 13:00 ,2014-06-26 10:00:00.000 -0300,Group G,1,Arena Pernambuco,Recife ,Brazil,USA,Germany,,Germany,USA,false,0,,1,
"0e93e1fb-71e0-e5a0-2914-5fed74e87443",1978,"24-Jun-78", 15:00 ,1978-06-24 12:00:00.000 -0300,Match for third place,1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Argentina,Brazil,Italy,,Brazil,Italy,false,2,,1,
"0f1791db-c42e-7e07-bb3a-29f87aa7a8dc",2006,"20-Jun-06", 21:00 ,2006-06-20 18:00:00.000 -0300,Group B,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Paraguay,Trinidad and Tobago,,Paraguay,Trinidad and Tobago,false,2,,0,
"0f2bb235-0e46-38f0-acf9-cf2dccd317c1",1958,"19-Jun-58", 19:00 ,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Rasunda Stadium,Solna ,Sweden,Sweden,Soviet Union,,Sweden,Soviet Union,false,2,,0,
"0f4ddb91-bda9-4e2c-122d-ab901e0acfc9",1954,"16-Jun-54", 18:00 ,1954-06-16 15:00:00.000 -0300,Group 1,1,Charmilles,Geneva ,Switzerland,Brazil,Mexico,,Brazil,Mexico,false,5,,0,
"0f69d1de-bbf5-7e6d-a6a3-643e68c7144c",2006,"21-Jun-06", 16:00 ,2006-06-21 13:00:00.000 -0300,Group D,1,Zentralstadion,Leipzig ,Germany,Iran,Angola,,,,false,1,,1,
"0f7b9d2c-c6df-cd5c-331f-e45d96e95f7d",2002,"14-Jun-02", 15:30 ,2002-06-14 12:30:00.000 -0300,Group H,1,Shizuoka Stadium Ecopa,Shizuoka ,Korea/Japan,Belgium,Russia,,Belgium,Russia,false,3,,2,
"0fb3c97b-ce5a-9b73-a3eb-5be275bb68bf",1954,"27-Jun-54", 17:00 ,1954-06-27 14:00:00.000 -0300,Quarter-finals,3,Charmilles,Geneva ,Switzerland,Germany FR,Yugoslavia,,Germany FR,Yugoslavia,false,2,,0,
"0fdaf06a-1a5d-7892-9fbb-42df15dea973",1974,"23-Jun-74", 16:00 ,1974-06-23 13:00:00.000 -0300,Group 3,1,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,Uruguay,,Sweden,Uruguay,false,3,,0,
"108b8300-05a8-ea0b-01dc-698de1d8949b",1986,"6-Jun-86", 16:00 ,1986-06-06 13:00:00.000 -0300,Group F,1,Tecnologico,Monterrey ,Mexico,England,Morocco,,,,false,0,,0,
"1095e0a6-77b8-f6dd-818c-e311925da91f",1962,"10-Jun-62", 14:30 ,1962-06-10 11:30:00.000 -0300,Quarter-finals,3,Nacional,Santiago De Chile ,Chile,Yugoslavia,Germany FR,,Yugoslavia,Germany FR,false,1,,0,
"10b30cb0-9c97-0020-cea6-56df74473f9a",1990,"20-Jun-90", 21:00 ,1990-06-20 18:00:00.000 -0300,Group C,1,Stadio delle Alpi,Turin ,Italy,Brazil,Scotland,,Brazil,Scotland,false,1,,0,
"10bfccad-ab3e-acd4-7f69-b4d30cfe04fb",1998,"7-Jul-98", 21:00 ,1998-07-07 18:00:00.000 -0300,Semi-finals,4,Stade Vï¿½lodrome,Marseilles ,France,Brazil,Netherlands,Brazil win on penalties (4 - 2) ,Brazil,Netherlands,true,1,4,1,2
"10ca1a80-4b71-83de-7cdf-4e21acadca6a",2002,"26-Jun-02", 20:30 ,2002-06-26 17:30:00.000 -0300,Semi-finals,4,Saitama Stadium 2002,Saitama ,Korea/Japan,Brazil,Turkey,,Brazil,Turkey,false,1,,0,
"1105f3d6-2138-2533-c322-0d0b967be3b9",1994,"17-Jun-94", 15:00 ,1994-06-17 12:00:00.000 -0300,Group C,1,Soldier Field,Chicago ,USA,Germany,Bolivia,,Germany,Bolivia,false,1,,0,
"11361f41-395b-8c23-0f7c-c5beb967796f",1994,"16-Jul-94", 12:30 ,1994-07-16 09:30:00.000 -0300,Match for third place,1,Rose Bowl,Los Angeles ,USA,Sweden,Bulgaria,,Sweden,Bulgaria,false,4,,0,
"1168f64f-3112-8811-fa20-e8f1789a8af9",1974,"6-Jul-74", 16:00 ,1974-07-06 13:00:00.000 -0300,Match for third place,1,Olympiastadion,Munich ,Germany,Brazil,Poland,,Poland,Brazil,false,0,,1,
"116ca675-a032-dfd1-aa60-2566f695ca84",1962,"17-Jun-62", 14:30 ,1962-06-17 11:30:00.000 -0300,Final,5,Nacional,Santiago De Chile ,Chile,Brazil,Czechoslovakia,,Brazil,Czechoslovakia,false,3,,1,
"11717d1a-5d1a-a1fe-bcd3-7748a5e3bcee",2006,"13-Jun-06", 21:00 ,2006-06-13 18:00:00.000 -0300,Group F,1,Olympiastadion,Berlin ,Germany,Brazil,Croatia,,Brazil,Croatia,false,1,,0,
"1191da9b-ae8b-f5f5-f66c-9700c21948b0",1974,"14-Jun-74", 19:30 ,1974-06-14 16:30:00.000 -0300,Group 2,1,Westfalenstadion,Dortmund ,Germany,Zaire,Scotland,,Scotland,Zaire,false,0,,2,
"119d6cd2-5dae-02a9-67f5-81be9dedbb24",1954,"23-Jun-54", 18:00 ,1954-06-23 15:00:00.000 -0300,Group 2,1,Hardturm,Zurich ,Switzerland,Germany FR,Turkey,,Germany FR,Turkey,false,7,,2,
"11e2719d-4b80-1b69-f771-d9852af6db76",1974,"3-Jul-74", 19:30 ,1974-07-03 16:30:00.000 -0300,Group B,1,Rheinstadion,Dï¿½Sseldorf ,Germany,Sweden,Yugoslavia,,Sweden,Yugoslavia,false,2,,1,
"120858ef-5e13-9d9b-f5c6-d2a99b8fe1d1",2002,"18-Jun-02", 15:30 ,2002-06-18 12:30:00.000 -0300,Round of 16,2,Miyagi Stadium,Rifu ,Korea/Japan,Japan,Turkey,,Turkey,Japan,false,0,,1,
"120ad17a-d019-ef4f-f71b-12139f33f602",2006,"19-Jun-06", 21:00 ,2006-06-19 18:00:00.000 -0300,Group H,1,Gottlieb-Daimler-Stadion,Stuttgart ,Germany,Spain,Tunisia,,Spain,Tunisia,false,3,,1,
"125e09f4-e4d2-f004-fb4a-6e93e168fc63",1958,"17-Jun-58", 19:00 ,1958-06-17 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,England,,Soviet Union,England,false,1,,0,
"126e7740-98e2-e521-1c88-dcd1fc1e1071",1958,"19-Jun-58", 19:00 ,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Nya Ullevi,Gothenburg ,Sweden,Brazil,Wales,,Brazil,Wales,false,1,,0,
"13a2d538-2d51-0ad9-0f55-60e9d5d69b8c",1990,"25-Jun-90", 17:00 ,1990-06-25 14:00:00.000 -0300,Round of 16,2,Luigi Ferraris,Genoa ,Italy,Republic of Ireland,Romania,Republic of Ireland win on penalties (5 - 4) ,Republic of Ireland,Romania,true,0,5,0,4
"13f12ee7-96ce-77bc-ddba-3225242c9d5a",1994,"18-Jun-94", 16:00 ,1994-06-18 13:00:00.000 -0300,Group E,1,Giants Stadium,New York/New Jersey ,USA,Italy,Republic of Ireland,,Republic of Ireland,Italy,false,0,,1,
"13f4ece8-6183-6a18-db24-b2e01f53ba8b",1930,"15-Jul-30", 16:00 ,1930-07-15 12:00:00.000 -0400,Group 1,1,Parque Central,Montevideo ,Uruguay,Argentina,France,,Argentina,France,false,1,,0,
"13fd317a-3f31-1583-02b1-726fff31c795",2006,"21-Jun-06", 21:00 ,2006-06-21 18:00:00.000 -0300,Group C,1,"FIFA World Cup Stadium, Munich",Munich ,Germany,Cï¿½te d'Ivoire,Serbia and Montenegro,,Cï¿½te d'Ivoire,Serbia and Montenegro,false,3,,2,
"1406d897-a584-5cb4-55f8-ddfcc84d62e6",1998,"22-Jun-98", 17:30 ,1998-06-22 14:30:00.000 -0300,Group G,1,La Mosson,Montpellier ,France,Colombia,Tunisia,,Colombia,Tunisia,false,1,,0,
"1443e7e4-2478-682f-528c-40934f6c5c19",1986,"6-Jun-86", 12:00 ,1986-06-06 09:00:00.000 -0300,Group C,1,Estadio Irapuato,Irapuato ,Mexico,Hungary,Canada,,Hungary,Canada,false,2,,0,
"14eea18d-f978-57af-44dd-9627f69a1cc0",1966,"20-Jul-66", 19:30 ,1966-07-20 15:30:00.000 -0400,Group 4,1,Roker Park Ground,Sunderland ,England,Soviet Union,Chile,,Soviet Union,Chile,false,2,,1,
"1500fc79-7b7a-3d3e-7bda-37cd47dc4b72",1982,"29-Jun-82", 21:00 ,1982-06-29 18:00:00.000 -0300,Group 2,1,Santiago Bernabeu,Madrid ,Spain,Germany FR,England,,,,false,0,,0,
"15216016-29c2-2158-f2d2-a0e988e65e0c",2006,"15-Jun-06", 18:00 ,2006-06-15 15:00:00.000 -0300,Group B,1,Franken-Stadion,Nuremberg ,Germany,England,Trinidad and Tobago,,England,Trinidad and Tobago,false,2,,0,
"1540b165-9037-049d-801a-71e4128ec6e4",2014,"23-Jun-14", 17:00 ,2014-06-23 14:00:00.000 -0300,Group A,1,Arena Pernambuco,Recife ,Brazil,Croatia,Mexico,,Mexico,Croatia,false,1,,3,
"15767eb3-324d-f32e-afae-0b5151db6138",1958,"15-Jun-58", 19:00 ,1958-06-15 16:00:00.000 -0300,Group 2,1,Eyravallen,Orebro ,Sweden,France,Scotland,,France,Scotland,false,2,,1,
"15908d42-24de-bd9e-e1c7-edb1f6f29392",2002,"4-Jun-02", 15:30 ,2002-06-04 12:30:00.000 -0300,Group C,1,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,China PR,Costa Rica,,Costa Rica,China PR,false,0,,2,
"15d9bf37-ae90-082a-c099-08c71dcf9e87",2002,"1-Jun-02", 18:00 ,2002-06-01 15:00:00.000 -0300,Group A,1,Munsu Football Stadium,Ulsan ,Korea/Japan,Uruguay,Denmark,,Denmark,Uruguay,false,1,,2,
"1685ec41-a6ab-73f4-9f2a-2eb6e896717e",1998,"3-Jul-98", 21:00 ,1998-07-03 18:00:00.000 -0300,Quarter-finals,3,La Beaujoire,Nantes ,France,Brazil,Denmark,,Brazil,Denmark,false,3,,2,
"16db7c66-a1b8-0e49-ad28-889b84c5cbf5",1978,"21-Jun-78", 16:45 ,1978-06-21 13:45:00.000 -0300,Group B,1,San Martin,Mendoza ,Argentina,Brazil,Poland,,Brazil,Poland,false,3,,1,
"17052353-af2a-074f-f35c-b54835baaed3",1970,"7-Jun-70", 12:00 ,1970-06-07 09:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Germany FR,Bulgaria,,Germany FR,Bulgaria,false,5,,2,
"172095f0-2f53-d542-8149-6e9554c286e7",1958,"24-Jun-58", 19:00 ,1958-06-24 16:00:00.000 -0300,Semi-finals,4,Rasunda Stadium,Solna ,Sweden,Brazil,France,,Brazil,France,false,5,,2,
"174bdbbd-9a66-66ee-59bc-7a03ef648716",1962,"10-Jun-62", 14:30 ,1962-06-10 11:30:00.000 -0300,Quarter-finals,3,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,England,,Brazil,England,false,3,,1,
"17a7b6bb-419a-4243-e06c-347a90f13198",1970,"11-Jun-70", 16:00 ,1970-06-11 13:00:00.000 -0300,Group 2,1,Luis Dosal,Toluca ,Mexico,Italy,Israel,,,,false,0,,0,
"17acee0c-1557-2864-c64f-7e3e9dabbf52",1938,"19-Jun-38", 17:00 ,1938-06-19 13:00:00.000 -0400,Final,5,Stade Olympique,Colombes ,France,Italy,Hungary,,Italy,Hungary,false,4,,2,
"17fff1ec-ad63-36fa-587d-0cb438020a50",2006,"18-Jun-06", 18:00 ,2006-06-18 15:00:00.000 -0300,Group F,1,"FIFA World Cup Stadium, Munich",Munich ,Germany,Brazil,Australia,,Brazil,Australia,false,2,,0,
"18641dad-541c-a476-fe66-dbf5b217369f",1950,"2-Jul-50", 15:00 ,1950-07-02 12:00:00.000 -0300,Group 4,1,Independencia,Belo Horizonte ,Brazil,Uruguay,Bolivia,,Uruguay,Bolivia,false,8,,0,
"192fed37-bdf5-4d4c-4e26-49dbb773812f",2014,"19-Jun-14", 19:00 ,2014-06-19 16:00:00.000 -0300,Group C,1,Estadio das Dunas,Natal ,Brazil,Japan,Greece,,,,false,0,,0,
"1b09b6fc-3e06-6053-14f8-f32d8f368d9e",1990,"13-Jun-90", 17:00 ,1990-06-13 14:00:00.000 -0300,Group E,1,Dacia Arena,Udine ,Italy,Uruguay,Spain,,,,false,0,,0,
"1b0be02d-deaf-2a99-344f-35abab1028a0",1966,"11-Jul-66", 19:30 ,1966-07-11 15:30:00.000 -0400,Group 1,1,Wembley Stadium,London ,England,England,Uruguay,,,,false,0,,0,
"1b548162-6e8e-fa95-98f7-8b330d05af5d",1958,"19-Jun-58", 19:00 ,1958-06-19 16:00:00.000 -0300,Quarter-finals,3,Idrottsparken,Norrkï¿½Ping ,Sweden,France,Northern Ireland,,France,Northern Ireland,false,4,,0,
"1b706e1b-fa31-9bbf-f28b-29dec3a8a03c",2014,"22-Jun-14", 16:00 ,2014-06-22 13:00:00.000 -0300,Group H,1,Estadio Beira-Rio,Porto Alegre ,Brazil,Korea Republic,Algeria,,Algeria,Korea Republic,false,2,,4,
"1b923685-4034-563c-01ed-efd45228d875",2002,"14-Jun-02", 20:30 ,2002-06-14 17:30:00.000 -0300,Group D,1,Incheon Football Stadium,Incheon ,Korea/Japan,Portugal,Korea Republic,,Korea Republic,Portugal,false,0,,1,
"1baf8bfc-a0d7-33cd-a2d3-0aff65df081f",2002,"7-Jun-02", 15:30 ,2002-06-07 12:30:00.000 -0300,Group F,1,Kobe Wing Stadium,Kobe ,Korea/Japan,Sweden,Nigeria,,Sweden,Nigeria,false,2,,1,
"1cb21590-0d8a-81a4-8424-2d17d8f67311",1978,"14-Jun-78", 13:45 ,1978-06-14 10:45:00.000 -0300,Group A,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Netherlands,Austria,,Netherlands,Austria,false,5,,1,
"1cf772d4-34b3-ac71-caa7-2284e835930a",1974,"15-Jun-74", 18:00 ,1974-06-15 15:00:00.000 -0300,Group 4,1,Olympiastadion,Munich ,Germany,Italy,Haiti,,Italy,Haiti,false,3,,1,
"1d430ffa-a4eb-e993-3608-4cfa133e8106",1970,"6-Jun-70", 16:00 ,1970-06-06 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,Romania,Czechoslovakia,,Romania,Czechoslovakia,false,2,,1,
"1d913614-a8ae-e68f-6ead-53145f56a1c5",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 4,1,Nya Ullevi,Gothenburg ,Sweden,Soviet Union,England,,,,false,2,,2,
"1d9e2c1a-e84a-ea0b-cbab-e9245db9acaf",1958,"17-Jun-58", 19:00 ,1958-06-17 16:00:00.000 -0300,Group 1,1,Malmo Stadion,Malmï¿½ ,Sweden,Northern Ireland,Czechoslovakia,Northern Ireland win after extra time ,Northern Ireland,Czechoslovakia,false,2,,1,
"1dc5074b-21e2-a52d-bd4e-1a8befb4db0b",1990,"24-Jun-90", 21:00 ,1990-06-24 18:00:00.000 -0300,Round of 16,2,Giuseppe Meazza,Milan ,Italy,Germany FR,Netherlands,,Germany FR,Netherlands,false,2,,1,
"1de2edc0-ac62-2d09-4313-a5c374308692",2014,"15-Jun-14", 13:00 ,2014-06-15 10:00:00.000 -0300,Group E,1,Estadio Nacional,Brasilia ,Brazil,Switzerland,Ecuador,,Switzerland,Ecuador,false,2,,1,
"1e8ffb7b-e522-385b-d2e6-a32c03f2c280",1994,"17-Jun-94", 19:30 ,1994-06-17 16:30:00.000 -0300,Group C,1,Cotton Bowl,Dallas ,USA,Spain,Korea Republic,,,,false,2,,2,
"1ecd63ee-f98b-0727-6a97-5d05ca2ff538",2002,"13-Jun-02", 15:30 ,2002-06-13 12:30:00.000 -0300,Group C,1,Seoul World Cup Stadium,Seoul ,Korea/Japan,Turkey,China PR,,Turkey,China PR,false,3,,0,
"1ed1b3e7-7045-835a-0774-1f9d3e6f20f3",1998,"18-Jun-98", 17:30 ,1998-06-18 14:30:00.000 -0300,Group C,1,Stade Municipal,Toulouse ,France,South Africa,Denmark,,,,false,1,,1,
"1f3f2524-26c8-c83e-d91f-7a8cab8630be",1974,"15-Jun-74", 16:00 ,1974-06-15 13:00:00.000 -0300,Group 3,1,Niedersachsenstadion,Hanover ,Germany,Uruguay,Netherlands,,Netherlands,Uruguay,false,0,,2,
