"uuid","event_year","event_date","event_time","event_datetime","round","round_number","stadium","city","country","home_team","away_team","observation","winner_team","loser_team","penalty_definition","home_goals","home_goals_in_penalties","away_goals","away_goals_in_penalties"
"832e2449-5527-5f0a-a65e-aeaa0a04f109",2002,"13-Jun-02", 15:30 ,2002-06-13 12:30:00.000 -0300,Group C,1,Suwon World Cup Stadium,Suwon ,Korea/Japan,Costa Rica,Brazil,,Brazil,Costa Rica,false,2,,5,
"8377bbe8-b86b-6936-8f4c-190b47b6e9f2",2014,"13-Jun-14", 16:00 ,2014-06-13 13:00:00.000 -0300,Group B,1,Arena Fonte Nova,Salvador ,Brazil,Spain,Netherlands,,Netherlands,Spain,false,1,,5,
"83c33e62-9f5b-b657-491b-3e853be9ee43",1974,"30-Jun-74", 16:00 ,1974-06-30 13:00:00.000 -0300,Group A,1,Niedersachsenstadion,Hanover ,Germany,Argentina,Brazil,,Brazil,Argentina,false,1,,2,
"83e9561f-05a2-2628-73ec-18f3e0d8578e",1982,"22-Jun-82", 17:15 ,1982-06-22 14:15:00.000 -0300,Group 1,1,Riazor,La Coruï¿½A ,Spain,Poland,Peru,,Poland,Peru,false,5,,1,
"84309cfc-74c2-4989-64fb-8165f64139f1",2014,"8-Jul-14", 17:00 ,2014-07-08 14:00:00.000 -0300,Semi-finals,4,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,Germany,,Germany,Brazil,false,1,,7,
"8493e2b2-f501-d3b4-7cb9-b4b712672601",1994,"3-Jul-94", 13:30 ,1994-07-03 10:30:00.000 -0300,Round of 16,2,Rose Bowl,Los Angeles ,USA,Romania,Argentina,,Romania,Argentina,false,3,,2,
"84a8c7ea-49c5-65b6-f84e-d8dc79085362",2010,"2-Jul-10", 16:00 ,2010-07-02 13:00:00.000 -0300,Quarter-finals,3,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Netherlands,Brazil,,Netherlands,Brazil,false,2,,1,
"84fbd9bf-3b0a-8806-3e70-0569ce57c97a",2010,"2-Jul-10", 20:30 ,2010-07-02 17:30:00.000 -0300,Quarter-finals,3,Soccer City Stadium,Johannesburg ,South Africa,Uruguay,Ghana,Uruguay win on penalties (4 - 2) ,Uruguay,Ghana,true,1,4,1,2
"859014b3-3d6b-bff8-513a-9dc26b1efae5",1982,"17-Jun-82", 17:15 ,1982-06-17 14:15:00.000 -0300,Group 2,1,Carlos Tartiere,Oviedo ,Spain,Chile,Austria,,Austria,Chile,false,0,,1,
"85e010f4-13df-2afc-d1ff-c452a403b79e",1970,"11-Jun-70", 16:00 ,1970-06-11 13:00:00.000 -0300,Group 3,1,Jalisco,Guadalajara ,Mexico,England,Czechoslovakia,,England,Czechoslovakia,false,1,,0,
"8711acb5-0822-62f7-4b6d-871b23e1c5fb",1982,"19-Jun-82", 21:00 ,1982-06-19 18:00:00.000 -0300,Group 3,1,Nuevo Estadio,Elche ,Spain,Belgium,El Salvador,,Belgium,El Salvador,false,1,,0,
"874aaa75-591a-ef40-d1b9-ddc591182bc2",1982,"4-Jul-82", 21:00 ,1982-07-04 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Poland,Soviet Union,,,,false,0,,0,
"87a1a695-224a-015e-2fce-7ddaac6597af",1998,"21-Jun-98", 21:00 ,1998-06-21 18:00:00.000 -0300,Group F,1,Stade de Gerland,Lyon ,France,USA,Iran,,Iran,USA,false,1,,2,
"87c92704-4132-da10-38b2-ccde639207df",1950,"29-Jun-50", 15:30 ,1950-06-29 12:30:00.000 -0300,Group 3,1,Durival de Brito,Curitiba ,Brazil,Sweden,Paraguay,,,,false,2,,2,
"88190fc1-8498-3e92-5a06-254d7e7ea1a1",2010,"22-Jun-10", 20:30 ,2010-06-22 17:30:00.000 -0300,Group B,1,Peter Mokaba Stadium,Polokwane ,South Africa,Greece,Argentina,,Argentina,Greece,false,0,,2,
"8899113e-162e-f40b-2c67-d095686829f9",1978,"7-Jun-78", 13:45 ,1978-06-07 10:45:00.000 -0300,Group 3,1,Jose Amalfitani,Buenos Aires ,Argentina,Austria,Sweden,,Austria,Sweden,false,1,,0,
"88a8f443-b8f5-53f3-f413-7191f0950f72",1994,"23-Jun-94", 16:00 ,1994-06-23 13:00:00.000 -0300,Group E,1,Giants Stadium,New York/New Jersey ,USA,Italy,Norway,,Italy,Norway,false,1,,0,
"88ed04db-d234-a6f9-8baf-4b4c68f86a4f",1950,"29-Jun-50", 15:00 ,1950-06-29 12:00:00.000 -0300,Group 2,1,Independencia,Belo Horizonte ,Brazil,USA,England,,USA,England,false,1,,0,
"89061291-8064-ed4c-7659-838bb0ee3aa2",2014,"28-Jun-14", 13:00 ,2014-06-28 10:00:00.000 -0300,Round of 16,2,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,Chile,Brazil win on penalties (3 - 2) ,Brazil,Chile,true,1,3,1,2
"8988d29a-5e27-cf4a-a9f5-1219c1a6f324",1994,"25-Jun-94", 12:30 ,1994-06-25 09:30:00.000 -0300,Group F,1,Citrus Bowl,Orlando ,USA,Belgium,Netherlands,,Belgium,Netherlands,false,1,,0,
"8999bf02-9856-e983-b432-c625230c5436",1978,"6-Jun-78", 16:45 ,1978-06-06 13:45:00.000 -0300,Group 2,1,Estadio Olï¿½mpico Chateau Carreras,Cordoba ,Argentina,Germany FR,Mexico,,Germany FR,Mexico,false,6,,0,
"899cf3ad-e662-f07e-3820-9e9d68a7eb4a",1974,"3-Jul-74", 19:30 ,1974-07-03 16:30:00.000 -0300,Group A,1,Parkstadion,Gelsenkirchen ,Germany,Argentina,German DR,,,,false,1,,1,
"8a5659de-c090-3cd5-f957-0780d4dfe2dc",2010,"14-Jun-10", 20:30 ,2010-06-14 17:30:00.000 -0300,Group F,1,Cape Town Stadium,Cape Town ,South Africa,Italy,Paraguay,,,,false,1,,1,
"8a59be21-4038-de08-2350-374544a0b3fa",2014,"18-Jun-14", 16:00 ,2014-06-18 13:00:00.000 -0300,Group B,1,Estadio do Maracana,Rio De Janeiro ,Brazil,Spain,Chile,,Chile,Spain,false,0,,2,
"8a793a5a-38ea-0193-4a12-21a4f1b5b508",2010,"20-Jun-10", 20:30 ,2010-06-20 17:30:00.000 -0300,Group G,1,Soccer City Stadium,Johannesburg ,South Africa,Brazil,Cï¿½te d'Ivoire,,Brazil,Cï¿½te d'Ivoire,false,3,,1,
"8a8af7fe-1b69-02ba-930e-edb84c8158e2",1998,"4-Jul-98", 21:00 ,1998-07-04 18:00:00.000 -0300,Quarter-finals,3,Stade de Gerland,Lyon ,France,Germany,Croatia,,Croatia,Germany,false,0,,3,
"8abf99a6-89b5-74c5-585d-d53528566ba2",1990,"19-Jun-90", 17:00 ,1990-06-19 14:00:00.000 -0300,Group D,1,Renato Dall Ara,Bologna ,Italy,Yugoslavia,United Arab Emirates,,Yugoslavia,United Arab Emirates,false,4,,1,
"8b78d7e5-f108-9ad8-527c-9ed19613ca71",1954,"30-Jun-54", 18:00 ,1954-06-30 15:00:00.000 -0300,Semi-finals,4,St. Jakob,Basel ,Switzerland,Germany FR,Austria,,Germany FR,Austria,false,6,,1,
"8c2b5a4d-57c1-471b-bce0-a2c1e64fbf71",1958,"29-Jun-58", 15:00 ,1958-06-29 12:00:00.000 -0300,Final,5,Rasunda Stadium,Solna ,Sweden,Brazil,Sweden,,Brazil,Sweden,false,5,,2,
"8c3d1739-7185-b702-2358-08a54ae73cc2",2014,"14-Jun-14", 22:00 ,2014-06-14 19:00:00.000 -0300,Group C,1,Arena Pernambuco,Recife ,Brazil,Cï¿½te d'Ivoire,Japan,,Cï¿½te d'Ivoire,Japan,false,2,,1,
"8d9c4445-5503-e56b-2b02-54fae1a73411",1962,"7-Jun-62", 15:00 ,1962-06-07 12:00:00.000 -0300,Group 2,1,Nacional,Santiago De Chile ,Chile,Italy,Switzerland,,Italy,Switzerland,false,3,,0,
"8df6c2f8-3bf2-b8d9-1664-2ddf23e6bf96",2002,"21-Jun-02", 20:30 ,2002-06-21 17:30:00.000 -0300,Quarter-finals,3,Munsu Football Stadium,Ulsan ,Korea/Japan,Germany,USA,,Germany,USA,false,1,,0,
"8e1e802f-0a5c-890e-bfa2-8542975bb491",1994,"10-Jul-94", 12:00 ,1994-07-10 09:00:00.000 -0300,Quarter-finals,3,Giants Stadium,New York/New Jersey ,USA,Bulgaria,Germany,,Bulgaria,Germany,false,2,,1,
"8e4ff290-e325-bc00-0c8e-56f195124577",2002,"29-Jun-02", 20:00 ,2002-06-29 17:00:00.000 -0300,Third place,4,Daegu World Cup Stadium,Daegu ,Korea/Japan,Korea Republic,Turkey,,Turkey,Korea Republic,false,2,,3,
"8e5ccac7-2d5e-3fbc-ab37-60dd9d047ba6",2014,"24-Jun-14", 13:00 ,2014-06-24 10:00:00.000 -0300,Group D,1,Estadio Mineirao,Belo Horizonte ,Brazil,Costa Rica,England,,,,false,0,,0,
"8f04b71e-2b38-cb81-8ffa-98c70559aaa6",1986,"22-Jun-86", 12:00 ,1986-06-22 09:00:00.000 -0300,Quarter-finals,3,Estadio Azteca,Mexico City ,Mexico,Argentina,England,,Argentina,England,false,2,,1,
"8f0cdbb8-db99-0096-4c9f-8f24f22f0834",1982,"25-Jun-82", 17:15 ,1982-06-25 14:15:00.000 -0300,Group 4,1,San Mames,Bilbao ,Spain,England,Kuwait,,England,Kuwait,false,1,,0,
"8f106eef-3ba8-30d7-3eec-56b44d084711",2006,"9-Jun-06", 21:00 ,2006-06-09 18:00:00.000 -0300,Group A,1,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Germany,Poland,Ecuador,,Ecuador,Poland,false,0,,2,
"8fddff5c-37a4-291f-e7a3-3358475467ce",1982,"18-Jun-82", 17:15 ,1982-06-18 14:15:00.000 -0300,Group 1,1,Estadio Municipal de Balaï¿½dos,Vigo ,Spain,Italy,Peru,,,,false,1,,1,
"8fe2da14-0b20-6a24-3430-7a3de403fcf6",1966,"19-Jul-66", 19:30 ,1966-07-19 15:30:00.000 -0400,Group 2,1,Hillsborough,Sheffield ,England,Argentina,Switzerland,,Argentina,Switzerland,false,2,,0,
"8feba979-7028-3e1a-536d-e7db0ba8102d",1994,"24-Jun-94", 16:00 ,1994-06-24 13:00:00.000 -0300,Group B,1,Stanford Stadium,San Francisco ,USA,Brazil,Cameroon,,Brazil,Cameroon,false,3,,0,
"9067583f-3159-18cf-c400-494dacf198a9",2006,"17-Jun-06", 21:00 ,2006-06-17 18:00:00.000 -0300,Group E,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Italy,USA,,,,false,1,,1,
"90a77e9e-4055-daf0-519a-a1da6f8bfb7e",1998,"26-Jun-98", 16:00 ,1998-06-26 13:00:00.000 -0300,Group H,1,Stade de Gerland,Lyon ,France,Japan,Jamaica,,Jamaica,Japan,false,1,,2,
"90e6353f-9d2e-6305-9333-f46b2d63573d",1970,"11-Jun-70", 16:00 ,1970-06-11 13:00:00.000 -0300,Group 4,1,Nou Camp - Estadio Leï¿½n,Leon ,Mexico,Bulgaria,Morocco,,,,false,1,,1,
"910099a9-12c6-5e59-12de-02006c29e87c",1978,"18-Jun-78", 19:15 ,1978-06-18 16:15:00.000 -0300,Group B,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Argentina,Brazil,,,,false,0,,0,
"9154965c-2bee-e8e8-d011-d1c3b8af80d7",1962,"30-May-62", 15:00 ,1962-05-30 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Argentina,Bulgaria,,Argentina,Bulgaria,false,1,,0,
"9178226e-d32a-4e6e-33d8-3a55a80b833c",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 2,1,Arosvallen,Vasteras ,Sweden,Yugoslavia,Scotland,,,,false,1,,1,
"91f6c9e6-7752-c04a-5661-fc7b00b5fd94",2014,"12-Jul-14", 17:00 ,2014-07-12 14:00:00.000 -0300,Play-off for third place,1,Estadio Nacional,Brasilia ,Brazil,Brazil,Netherlands,,Netherlands,Brazil,false,0,,3,
"91f87a4a-a959-67ce-030b-b1caa24ceb46",1958,"8-Jun-58", 19:00 ,1958-06-08 16:00:00.000 -0300,Group 3,1,Jarnvallen,Sandviken ,Sweden,Hungary,Wales,,,,false,1,,1,
"9317f0f7-bae4-c452-0b52-574f4e55c2cf",1962,"13-Jun-62", 14:30 ,1962-06-13 11:30:00.000 -0300,Semi-finals,4,Nacional,Santiago De Chile ,Chile,Brazil,Chile,,Brazil,Chile,false,4,,2,
"93827d91-4a3c-d4b8-93ab-d7a92c4502c6",1974,"26-Jun-74", 16:00 ,1974-06-26 13:00:00.000 -0300,Group B,1,Rheinstadion,Dï¿½Sseldorf ,Germany,Yugoslavia,Germany FR,,Germany FR,Yugoslavia,false,0,,2,
"93d50cea-6c87-55ea-7532-29fecfe5413d",1998,"3-Jul-98", 16:30 ,1998-07-03 13:30:00.000 -0300,Quarter-finals,3,Stade de France,Saint-Denis ,France,Italy,France,France win on penalties (3 - 4) ,France,Italy,true,0,3,0,4
"93dfa120-3fe4-c5d6-7ffe-e623ac6fe5a7",1998,"13-Jun-98", 21:00 ,1998-06-13 18:00:00.000 -0300,Group E,1,Stade de France,Saint-Denis ,France,Netherlands,Belgium,,,,false,0,,0,
"93e83e67-2ab1-7ac2-bdbd-4f0f8eb498b0",2014,"26-Jun-14", 17:00 ,2014-06-26 14:00:00.000 -0300,Group H,1,Arena de Sao Paulo,Sao Paulo ,Brazil,Korea Republic,Belgium,,Belgium,Korea Republic,false,0,,1,
"94e3ccd0-00b1-e9a4-2ce3-4b0a4b667e7a",1962,"3-Jun-62", 15:00 ,1962-06-03 12:00:00.000 -0300,Group 1,1,Carlos Dittborn,Arica ,Chile,Soviet Union,Colombia,,,,false,4,,4,
"95006ad7-569a-d7a4-0938-5254ebabc90d",1934,"31-May-34", 16:30 ,1934-05-31 12:30:00.000 -0400,Quarter-finals,3,San Siro,Milan ,Italy,Germany,Sweden,,Germany,Sweden,false,2,,1,
"958eb523-11c5-5c72-b824-41207f1815c0",1950,"24-Jun-50", 15:00 ,1950-06-24 12:00:00.000 -0300,Group 1,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,Brazil,Mexico,,Brazil,Mexico,false,4,,0,
"963c4b81-0838-5a3a-0e47-0d9a7cbeecae",2002,"5-Jun-02", 15:30 ,2002-06-05 12:30:00.000 -0300,Group H,1,Kobe Wing Stadium,Kobe ,Korea/Japan,Russia,Tunisia,,Russia,Tunisia,false,2,,0,
"9660176a-345e-c430-d12b-953492de8efd",1982,"1-Jul-82", 21:00 ,1982-07-01 18:00:00.000 -0300,Group 1,1,Camp Nou,Barcelona ,Spain,Belgium,Soviet Union,,Soviet Union,Belgium,false,0,,1,
"97635612-eeec-83ca-92e1-74759505242e",1998,"13-Jun-98", 17:30 ,1998-06-13 14:30:00.000 -0300,Group E,1,Stade de Gerland,Lyon ,France,Korea Republic,Mexico,,Mexico,Korea Republic,false,1,,3,
"97a41bfd-9e32-28bf-e077-5febfdbfdfb4",1978,"10-Jun-78", 16:45 ,1978-06-10 13:45:00.000 -0300,Group 2,1,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,Poland,Mexico,,Poland,Mexico,false,3,,1,
"97f00b03-b182-6b89-75b1-1c7aba4f3ab1",1950,"25-Jun-50", 15:00 ,1950-06-25 12:00:00.000 -0300,Group 2,1,Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho,Rio De Janeiro ,Brazil,England,Chile,,England,Chile,false,2,,0,
"980d6508-d5cb-e038-6ce1-a35ce9cb8929",2006,"12-Jun-06", 21:00 ,2006-06-12 18:00:00.000 -0300,Group E,1,"FIFA World Cup Stadium, Hanover",Hanover ,Germany,Italy,Ghana,,Italy,Ghana,false,2,,0,
"981e7ffb-5fdd-29ff-f87b-c487ff44e923",2006,"17-Jun-06", 18:00 ,2006-06-17 15:00:00.000 -0300,Group E,1,"FIFA World Cup Stadium, Cologne",Cologne ,Germany,Czech Republic,Ghana,,Ghana,Czech Republic,false,0,,2,
"98b49695-bf3c-78d2-194b-384899e739c5",1982,"5-Jul-82", 21:00 ,1982-07-05 18:00:00.000 -0300,Group 2,1,Santiago Bernabeu,Madrid ,Spain,Spain,England,,,,false,0,,0,
"98de8236-7e48-ce00-8ced-1133edb40770",1934,"7-Jun-34", 18:00 ,1934-06-07 14:00:00.000 -0400,Match for third place,1,Giorgio Ascarelli,Naples ,Italy,Germany,Austria,,Germany,Austria,false,3,,2,
"992004e2-963b-dcca-a078-8ee96f3d1577",2002,"11-Jun-02", 20:30 ,2002-06-11 17:30:00.000 -0300,Group E,1,International Stadium Yokohama,Yokohama ,Korea/Japan,Saudi Arabia,Republic of Ireland,,Republic of Ireland,Saudi Arabia,false,0,,3,
"994187be-5129-da2a-922e-7c2a394a149d",1986,"12-Jun-86", 12:00 ,1986-06-12 09:00:00.000 -0300,Group D,1,Jalisco,Guadalajara ,Mexico,Northern Ireland,Brazil,,Brazil,Northern Ireland,false,0,,3,
"99ac8d0d-eb52-cde8-3dac-72a09b2d34bc",2014,"1-Jul-14", 13:00 ,2014-07-01 10:00:00.000 -0300,Round of 16,2,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,Switzerland,Argentina win after extra time ,Argentina,Switzerland,false,1,,0,
"9a3ae4c4-28aa-ab5b-9290-7a2deb94a19b",1998,"12-Jun-98", 17:30 ,1998-06-12 14:30:00.000 -0300,Group C,1,Stade Felix Bollaert,Lens ,France,Saudi Arabia,Denmark,,Denmark,Saudi Arabia,false,0,,1,
"9b7cbca1-219c-56ba-a041-bb43fbe75dcd",2014,"5-Jul-14", 13:00 ,2014-07-05 10:00:00.000 -0300,Quarter-finals,3,Estadio Nacional,Brasilia ,Brazil,Argentina,Belgium,,Argentina,Belgium,false,1,,0,
"9b9824dc-d9e1-ab44-52c7-b8e006558ede",1962,"6-Jun-62", 15:00 ,1962-06-06 12:00:00.000 -0300,Group 4,1,Estadio El Teniente-Codelco,Rancagua ,Chile,Hungary,Argentina,,,,false,0,,0,
"9bc570c0-ed86-6bc9-d8aa-13a0ce35ff1b",2006,"24-Jun-06", 17:00 ,2006-06-24 14:00:00.000 -0300,Round of 16,2,"FIFA World Cup Stadium, Munich",Munich ,Germany,Germany,Sweden,,Germany,Sweden,false,2,,0,
"9bfe8fa7-0c58-819b-42f8-b614f48b18bc",2002,"6-Jun-02", 18:00 ,2002-06-06 15:00:00.000 -0300,Group E,1,Saitama Stadium 2002,Saitama ,Korea/Japan,Cameroon,Saudi Arabia,,Cameroon,Saudi Arabia,false,1,,0,
"9c2a074a-aac2-a3cd-8900-de7d09ee1033",1982,"1-Jul-82", 17:15 ,1982-07-01 14:15:00.000 -0300,Group 4,1,Vicente Calderon,Madrid ,Spain,Austria,Northern Ireland,,,,false,2,,2,
"9c2a2336-0494-353a-dca0-06ab8f0551a9",1998,"12-Jun-98", 14:30 ,1998-06-12 11:30:00.000 -0300,Group D,1,La Mosson,Montpellier ,France,Paraguay,Bulgaria,,,,false,0,,0,
"9d893dfb-31fd-0b42-da7f-a4f9e1e9bc24",2006,"12-Jun-06", 15:00 ,2006-06-12 12:00:00.000 -0300,Group F,1,Fritz-Walter-Stadion,Kaiserslautern ,Germany,Australia,Japan,,Australia,Japan,false,3,,1,
"9fab99ab-ed99-e195-5798-25750de8cd5e",2014,"13-Jul-14", 16:00 ,2014-07-13 13:00:00.000 -0300,Final,5,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,Argentina,Germany win after extra time ,Germany,Argentina,false,1,,0,
"9fc83e10-520e-f825-c5eb-d241043850e6",1962,"10-Jun-62", 14:30 ,1962-06-10 11:30:00.000 -0300,Quarter-finals,3,Estadio El Teniente-Codelco,Rancagua ,Chile,Czechoslovakia,Hungary,,Czechoslovakia,Hungary,false,1,,0,
a03c15dd-9b3e-225a-fbd5-6d86556de52d,2002,"1-Jun-02", 20:30 ,2002-06-01 17:30:00.000 -0300,Group E,1,Sapporo Dome,Sapporo ,Korea/Japan,Germany,Saudi Arabia,,Germany,Saudi Arabia,false,8,,0,
a0460f60-c3d1-89de-2c1f-a86cad5881c5,1986,"3-Jun-86", 16:00 ,1986-06-03 13:00:00.000 -0300,Group F,1,Tecnologico,Monterrey ,Mexico,Portugal,England,,Portugal,England,false,1,,0,
a0db3321-31f3-0c6f-7196-94c49e2f9099,1990,"17-Jun-90", 21:00 ,1990-06-17 18:00:00.000 -0300,Group E,1,Dacia Arena,Udine ,Italy,Korea Republic,Spain,,Spain,Korea Republic,false,1,,3,
a0dffa39-b1f4-df66-5c86-f9a4c3c7b4e9,1990,"15-Jun-90", 21:00 ,1990-06-15 18:00:00.000 -0300,Group D,1,Giuseppe Meazza,Milan ,Italy,Germany FR,United Arab Emirates,,Germany FR,United Arab Emirates,false,5,,1,
a0f05c10-81b9-79d5-83a1-6ea876bdb0dc,1978,"2-Jun-78", 13:45 ,1978-06-02 10:45:00.000 -0300,Group 1,1,Estadio Josï¿½ Marï¿½a Minella,Mar Del Plata ,Argentina,Italy,France,,Italy,France,false,2,,1,
a161080f-251d-d550-dde5-25f4e7fef178,2010,"10-Jul-10", 20:30 ,2010-07-10 17:30:00.000 -0300,Match for third place,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,Germany,,Germany,Uruguay,false,2,,3,
a179d43d-05cd-a3a4-d1d2-66455ca3a9a0,1974,"14-Jun-74", 19:30 ,1974-06-14 16:30:00.000 -0300,Group 1,1,Volksparkstadion,Hamburg ,Germany,German DR,Australia,,German DR,Australia,false,2,,0,
a1a77f9a-f987-8843-d89f-c5753bae1be8,2002,"31-May-02", 20:30 ,2002-05-31 17:30:00.000 -0300,Group A,1,Seoul World Cup Stadium,Seoul ,Korea/Japan,France,Senegal,,Senegal,France,false,0,,1,
a1b28676-4f3d-f98a-e400-727773584650,1986,"8-Jun-86", 12:00 ,1986-06-08 09:00:00.000 -0300,Group E,1,Estadio Corregidora,Queretaro ,Mexico,Germany FR,Scotland,,Germany FR,Scotland,false,2,,1,
a1db73cf-c765-850b-f8cb-9c7cfb6af44d,2010,"21-Jun-10", 16:00 ,2010-06-21 13:00:00.000 -0300,Group H,1,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Chile,Switzerland,,Chile,Switzerland,false,1,,0,
a295f19f-02fd-03b0-a6ed-ecc1a4cb82f4,2002,"1-Jun-02", 15:30 ,2002-06-01 12:30:00.000 -0300,Group E,1,Niigata Stadium Big Swan,Niigata ,Korea/Japan,Republic of Ireland,Cameroon,,,,false,1,,1,
a2ac8d88-e917-f9b7-666f-a38e652144b3,2002,"2-Jun-02", 20:30 ,2002-06-02 17:30:00.000 -0300,Group B,1,Gwangju World Cup Stadium,Gwangju ,Korea/Japan,Spain,Slovenia,,Spain,Slovenia,false,3,,1,
a2d10f6e-ade4-cc7a-c3bb-6f7a0725f381,2002,"9-Jun-02", 18:00 ,2002-06-09 15:00:00.000 -0300,Group C,1,Incheon Football Stadium,Incheon ,Korea/Japan,Costa Rica,Turkey,,,,false,1,,1,
a304cecb-33f7-b2b2-f36b-35910d6906ea,1986,"29-Jun-86", 12:00 ,1986-06-29 09:00:00.000 -0300,Final,5,Estadio Azteca,Mexico City ,Mexico,Argentina,Germany FR,,Argentina,Germany FR,false,3,,2,
a30a7c82-ed21-c925-131c-74fd34d3fd54,1930,"20-Jul-30", 15:00 ,1930-07-20 11:00:00.000 -0400,Group 4,1,Estadio Centenario,Montevideo ,Uruguay,Paraguay,Belgium,,Paraguay,Belgium,false,1,,0,
a327220d-5f8e-8135-cb09-ab7bec3e152d,2014,"16-Jun-14", 13:00 ,2014-06-16 10:00:00.000 -0300,Group G,1,Arena Fonte Nova,Salvador ,Brazil,Germany,Portugal,,Germany,Portugal,false,4,,0,
a3f9bb9b-8635-7236-a0b3-a082e48be5f7,1958,"8-Jun-58", 14:00 ,1958-06-08 11:00:00.000 -0300,Group 3,1,Rasunda Stadium,Solna ,Sweden,Sweden,Mexico,,Sweden,Mexico,false,3,,0,
a40609be-bb95-a1cd-6cf2-6ede1f7ffcdb,1974,"13-Jun-74", 17:00 ,1974-06-13 14:00:00.000 -0300,Group 2,1,Waldstadion,Frankfurt/Main ,Germany,Brazil,Yugoslavia,,,,false,0,,0,
a40e620a-ce92-628e-fa92-924e83a3c283,1966,"13-Jul-66", 19:30 ,1966-07-13 15:30:00.000 -0400,Group 3,1,Old Trafford Stadium,Manchester ,England,Portugal,Hungary,,Portugal,Hungary,false,3,,1,
a439c259-8188-0014-6197-8ac22ca4881a,2014,"15-Jun-14", 19:00 ,2014-06-15 16:00:00.000 -0300,Group F,1,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,Bosnia and Herzegovina,,Argentina,Bosnia and Herzegovina,false,2,,1,
a46e40be-13a6-457e-76da-57a119a9b244,1994,"19-Jun-94", 12:30 ,1994-06-19 09:30:00.000 -0300,Group F,1,Citrus Bowl,Orlando ,USA,Belgium,Morocco,,Belgium,Morocco,false,1,,0,
a471dfae-62a0-4211-a0ee-98542e499a61,1994,"29-Jun-94", 12:30 ,1994-06-29 09:30:00.000 -0300,Group F,1,RFK Stadium,Washington Dc ,USA,Belgium,Saudi Arabia,,Saudi Arabia,Belgium,false,0,,1,
a587fff1-463e-5cad-59a8-954d1751fd75,1990,"14-Jun-90", 17:00 ,1990-06-14 14:00:00.000 -0300,Group D,1,Renato Dall Ara,Bologna ,Italy,Yugoslavia,Colombia,,Yugoslavia,Colombia,false,1,,0,
a588b064-a213-c09b-f068-b4f0df3ff4a5,1982,"14-Jun-82", 21:00 ,1982-06-14 18:00:00.000 -0300,Group 6,1,Ramon Sanchez Pizjuan,Seville ,Spain,Brazil,Soviet Union,,Brazil,Soviet Union,false,2,,1,
a5970577-8c2e-5a09-e68e-8cb488b7b20f,2006,"23-Jun-06", 16:00 ,2006-06-23 13:00:00.000 -0300,Group H,1,Olympiastadion,Berlin ,Germany,Ukraine,Tunisia,,Ukraine,Tunisia,false,1,,0,
a650b7e4-15c9-f03c-d74e-b8a62979f7dc,1974,"22-Jun-74", 19:30 ,1974-06-22 16:30:00.000 -0300,Group 1,1,Volksparkstadion,Hamburg ,Germany,German DR,Germany FR,,German DR,Germany FR,false,1,,0,
a651c903-b9e7-f855-d58f-a7211b59ac6e,1974,"18-Jun-74", 19:30 ,1974-06-18 16:30:00.000 -0300,Group 2,1,Parkstadion,Gelsenkirchen ,Germany,Yugoslavia,Zaire,,Yugoslavia,Zaire,false,9,,0,
a6962d0c-d40e-e7d3-9338-e5bc9360deb2,1962,"6-Jun-62", 15:00 ,1962-06-06 12:00:00.000 -0300,Group 3,1,Estadio Sausalito,Vina Del Mar ,Chile,Brazil,Spain,,Brazil,Spain,false,2,,1,
a6e10917-765e-17c7-8a96-c6886fcbdef1,1998,"11-Jun-98", 17:30 ,1998-06-11 14:30:00.000 -0300,Group B,1,Stade du Parc Lescure,Bordeaux ,France,Italy,Chile,,,,false,2,,2,
a84e78d7-afff-72b3-70c5-d9371f617fa8,1990,"9-Jun-90", 17:00 ,1990-06-09 14:00:00.000 -0300,Group B,1,Stadio San Nicola,Bari ,Italy,Soviet Union,Romania,,Romania,Soviet Union,false,0,,2,
a8bf0203-9998-47ba-4c2a-022f9db24ae0,1990,"19-Jun-90", 17:00 ,1990-06-19 14:00:00.000 -0300,Group D,1,Giuseppe Meazza,Milan ,Italy,Germany FR,Colombia,,,,false,1,,1,
